,TN,TSCM,TEFF,TPEX,TCM,TEM,TEX,TEMRA
ABC12-46663800M24.2,3.52268935112446,3.12762907191022,2.47523897169109,4.34251441504803,4.01527598352675,3.61364840247117,3.64341022611647,3.3465841169966
ABC12-47964100C23.1,0.229992002351203,0.411085003025349,0.04633667108569,0.352373403686741,0.53002529953305,0.615217495399839,0.82568385575178,0.200371476302327
ABC13-47656900H15.1,0.661465154019304,0.769915292563273,2.11954389692595,0,0,0.123872997877339,0.301165586086115,0.213005706466895
ABC13-48845200J1.1,0.0921536719834545,0.321565514978703,0.59982335919579,1.01160011084262,0.373874249629838,0.248549626870518,0.102797474882814,0
ABC14-1188822O7.1,0.793201829649023,1.13278874999136,0,2.31580939411579,1.69209206641422,1.59715055474314,1.33852993840898,1.37318566756971
ABC14-1188822O7.2,0.623511449934786,0.456312216011603,0,0.744752955067145,0.547910237231779,0.647649727228492,0.894603900509411,0.329005182329326
ABC7-42391500H16.4,0.162151912746518,0.110161967601769,0,0.710711607727555,0.42096108633043,0.369727167140346,0.508828808098897,0.0802285544744267
ABC7-42404400C24.1,3.96225138477365,4.3171538649733,2.31739164993464,6.04710794862001,5.03969277883499,5.21760814671281,4.9534811271993,4.81793316036508
ABC7-42418200C9.1,0.897740170760687,1.12727972368137,0,2.0367804287744,1.80575522167304,0.896940456938213,0.909306448864386,1.10172803656835
ABC7-481722F1.1,0.973991413933897,0.662938426356048,0,1.53610601417934,1.11145649347925,1.01130823045504,1.35786683687351,1.01847913266413
ABC7-481722F1.2,0.297573711284548,0.165726319249919,0,0.217476011939609,0.464349823212492,0.359651498366534,0.342696305162609,0.319776389105225
ABC8-43014700C16.1,0.105227149125069,0,0,0,0,0.0679942419166383,0,0.164465845450304
ABCA1,5.64922619611008,5.27134550045398,3.52222760850754,4.49025488482097,5.49227485737395,6.03500408639458,5.59997062582866,5.27654149956729
ABCA10,4.22082603636683,3.15532161083355,1.55540724146069,3.99740843265246,5.0062497686718,4.83169654128071,4.48169083813058,4.74828222418087
ABCA11P,2.6855864606132,3.06057898784614,2.44881875720921,3.98128786202828,2.75691324049809,1.89580457644177,2.57123321174794,1.70192850072597
ABCA12,4.07399045305438,3.16383227191573,1.58035557071025,2.9798133221178,4.7251727581998,4.74860897217057,4.80340417765585,4.47919633324155
ABCA13,5.54388053522039,4.12195649164825,2.99979234728792,4.57489216416348,6.18689966779989,6.15405122742353,6.22347062263004,5.94847824401001
ABCA17P,6.04950374811459,3.78409065802336,0.821961484217793,4.12334723420218,6.87720812805637,6.67435117304064,6.69024661823422,6.849088909642
ABCA2,8.7883746831218,8.52662666198754,9.05962319316011,7.96465907526885,9.26329495651424,9.72225108423956,9.42563849544376,9.65721747064254
ABCA3,8.29173739150331,6.34474530581816,5.61216309290364,5.96687389072121,8.18667076441204,8.38068249074365,8.18918881428252,8.48606878199712
ABCA4,4.81719864050152,3.4878470410307,1.44623018059591,3.85182725217029,5.30720838844429,5.33503992249921,5.62824891748237,5.25709539330736
ABCA5,8.16256837245627,7.66110531130703,6.62125349460154,7.69294810159608,8.69422304956616,8.25711136940691,7.7992360741899,8.39713669141864
ABCA6,4.57677037196649,3.51337914091832,0.862912841540719,5.03637822536744,5.49000819034014,5.28264545840323,5.37053424526713,5.08681310740529
ABCA7,8.98330663900099,8.19155171295052,8.38096778330294,8.18733275457692,8.78663169943278,8.59136606461697,8.8218965682292,8.06333940411255
ABCA8,3.53786196919076,3.44745654146045,1.45772224862397,4.26263875444602,4.45048252994942,4.3759158617832,4.85931110390446,4.07499183081604
ABCA9,5.34632065066809,2.84311084509043,0.306087851619371,3.52900464824205,5.96427931094715,5.85995667370935,5.90897299760227,5.75613839509974
ABCA9-AS1,1.56343579138172,1.21540389682682,0.0795873319058651,1.69176321810232,2.50263732959635,2.12899106687274,2.33917278364782,2.32513008767457
ABCB1,8.03484257875153,8.28961605718361,8.04706835909083,6.63286230031767,7.9961625221616,8.65334746637858,7.20066827047966,8.56213475990541
ABCB10,6.26935597934864,6.66969620992958,7.6362596127083,6.18618742648818,6.45509806886789,6.61704087745,6.98342267066284,6.6706773501758
ABCB10P1,8.50066611178738,3.80155813981232,0.975417763196658,3.70270219367536,8.93534832389265,8.83612859968143,8.71023817160492,9.37855624717041
ABCB10P3,0.648758911301735,0.886484117215946,0.223950271696016,2.52971769508079,1.48598175899545,0.709015813759845,0.139566760874492,0.536900641267569
ABCB10P4,9.06139517295643,3.70602719250704,0.910231023565172,2.56611048844913,9.52272340213683,9.98660427993257,9.66499064470411,10.2976781130665
ABCB11,3.17133761003532,3.1499419054175,0.85685320940061,4.38550392735495,4.15239476838731,4.35709482254017,4.45732404803764,4.46080907047655
ABCB4,3.91529192889834,3.15470425186118,1.36805807365645,3.86054594567469,4.80219888110237,4.84532692020968,4.95992707123154,4.63589702098983
ABCB5,4.00393620450898,2.72048565517533,0.210627862158268,3.50401617216964,4.95113664941224,4.81897780205094,4.98922363979625,4.72245391447355
ABCB6,5.14709445585456,5.2706396526335,4.91705512096918,6.64585707855837,5.33782256821999,5.3261954674661,5.54686379386589,5.05779680860431
ABCB7,7.51258672229305,7.36974155894958,7.3442231679755,7.07692696350874,7.16909373676597,6.97555491994027,7.24767403815887,7.00334791140567
ABCB8,7.46454080409537,6.93623689702487,6.98690011931636,7.7559066753949,7.43059786746279,7.27323425453852,7.10668663792073,7.16301232101241
ABCB9,6.17360774488996,5.10341503304501,3.7788988944908,6.12942357474759,6.45332264653936,6.56891017886921,6.73515557721202,6.29798993053962
ABCC1,9.91339633820696,9.0056037817933,9.693110890054,7.93551307460232,9.80439584149494,9.36565613351006,9.76020827061177,9.30604117259729
ABCC10,7.16871706400685,7.51162246059989,7.77600671788982,7.9132941208466,7.23007280455318,7.2044107668809,7.4495716753116,7.22431038858772
ABCC11,9.17893792085862,5.21084017179975,1.20502979034139,4.56079601398246,9.39608489542323,10.6511788000287,11.6655436277519,10.4822364739126
ABCC12,4.04382327672564,3.15524126539432,0.656465148476085,3.93513203566392,4.8747943885333,5.08833869372414,5.32674427102697,4.99151739021268
ABCC13,3.27223733432396,2.95802828595512,0.694417824836909,4.17507711692362,4.49514788145705,4.29485954624316,4.55173864804506,4.00014384317933
ABCC2,4.79382972110313,4.40401279595013,2.27448784495865,4.5961716123339,5.299150121526,5.07060493183521,5.68937422551371,4.8678083890347
ABCC3,5.62897512668902,4.22382483787578,0.893210481235314,4.73076199966631,6.72127955862597,6.86436726942938,7.2950702934374,6.64492100292073
ABCC4,6.2524397235312,6.16851297303652,4.94614948193603,6.71923948064084,6.61035895109439,6.65246071151246,6.67125493026698,6.69575284288271
ABCC5,7.58591188223038,7.78249741738379,7.56630891019322,7.85946263946172,7.60720668878284,7.60659601007879,7.54199452181225,7.63692271004688
ABCC5-AS1,0.569075766430444,0.271795723390245,0.04633667108569,0.324352303671305,0.692000807970254,0.451318389672614,0.885507594931217,0.456361782025359
ABCC6,3.6927008861518,3.26364463122652,1.29778261313118,3.93127720959788,4.31906116095256,4.31389846856297,4.28974059488812,4.22029127967917
